hospital_name,hospital_url,province
东城区精神卫生保健院,https://www.haodf.com/hospital/DE4r0Fy0C9LuwlxIMe-uFJgRNvXH4DNxe.htm,beijing
北京市东城区朝阳门社区卫生服务中心,https://www.haodf.com/hospital/DE4r0Fy0C9LuGRTHfQt-NxFhFZqqOoERk.htm,beijing
北京市东城区口腔医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGRg0yUOsImXxD-uCU22Ut.htm,beijing
东城区社区卫生服务中心,https://www.haodf.com/hospital/DE4r0Fy0C9LuGmj3151656Hcyq6vJdZnb.htm,beijing
北京天坛医院,https://www.haodf.com/hospital/DE4raCNSz6OYw20RBSRSxBFl.htm,beijing
北京中医药大学东方医院,https://www.haodf.com/hospital/DE4roiYGYZwWCno-DwIIFQwlR.htm,beijing
北京佑安医院,https://www.haodf.com/hospital/DE4roiYGYZwWCIOyZJ9SvRJb8.htm,beijing
北京302医院,https://www.haodf.com/hospital/DE4roiYGYZwXw0XD2kvYsPktj.htm,beijing
北京电力医院,https://www.haodf.com/hospital/DE4roiYGYZwWCoUz-mzZSmmxP.htm,beijing
北京307医院,https://www.haodf.com/hospital/DE4rO-XCoLUXKmkG0lPR5qqdfm.htm,beijing
航天总医院,https://www.haodf.com/hospital/DE4roiYGYZwWio2LHUopZaUWW.htm,beijing
中国康复研究中心(北京博爱医院),https://www.haodf.com/hospital/DE4roiYGYZwXGW0voi5u5tiO7.htm,beijing
北京丰台医院,https://www.haodf.com/hospital/DE4roiYGYZwWCO2LHUopZaUWW.htm,beijing
中国航天科工集团七三一医院,https://www.haodf.com/hospital/DE4rO-XCoLUXxp0MVWVmvC3uh7.htm,beijing
北京市丰台中西医结合医院,https://www.haodf.com/hospital/DE4roiYGYZwYZ0WuYe-Bqregr.htm,beijing
南苑医院,https://www.haodf.com/hospital/DE4rO-XCoLUXKU0MVWVmvC3uh7.htm,beijing
北京嘉禾妇儿医院,https://www.haodf.com/hospital/DE4r0Fy0C9Luhnksfy9ZysG0pMy6P-9em.htm,beijing
铁营医院,https://www.haodf.com/hospital/DE4roiYGYZwYZm0voi5u5tiO7.htm,beijing
北京博仁医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuhNiUpRTOz8ReozGolC54J.htm,beijing
北京市丰台区妇幼保健计划生育服务中心,https://www.haodf.com/hospital/DE4rO-XCoLU0yqqrbc1P6dS2aO.htm,beijing
北京市丰台区西罗园社区卫生服务中心,https://www.haodf.com/hospital/DE4r0Fy0C9LuGmxOXQ9x0xewBFNKaEMw4.htm,beijing
丰台社区卫生服务中心,https://www.haodf.com/hospital/DE4r0Fy0C9LuwlialSLzqsfJKXY-1sBh8.htm,beijing
北京市丰台区马家堡社区卫生服务中心,https://www.haodf.com/hospital/DE4r0Fy0C9LuwNgmC1bB7VWg66K2nYytQ.htm,beijing
北京市丰台区东高地社区卫生服务中心,https://www.haodf.com/hospital/DE4r0Fy0C9LuwNgMK0HKQe0hFZqqOoERk.htm,beijing
右安门社区卫生服务中心,https://www.haodf.com/hospital/DE4r0Fy0C9Luw0iOORvOh2deozGolC54J.htm,beijing
同仁京苑社区卫生服务中心,https://www.haodf.com/hospital/DE4r0Fy0C9Luw0JonJPjIoU0pMy6P-9em.htm,beijing
首都经济贸易大学校医院,https://www.haodf.com/hospital/DE4r0Fy0C9LuGRZkDzBQcBztMuLDQvLT1.htm,beijing
北京市丰台区铁营社区卫生服务中心,https://www.haodf.com/hospital/DE4r0Fy0C9LuGRZWhplL7uReozGolC54J.htm,beijing
北京市丰台区新村社区卫生服务中心,https://www.haodf.com/hospital/DE4r0Fy0C9LuGMKIWvkKWCPTs3BGmMGOc.htm,beijing
北京市丰台区王佐镇社区卫生服务中心,https://www.haodf.com/hospital/DE4r0Fy0C9LuGmxOolwUkvOlXG59tZIW0.htm,beijing
北京市丰台区花乡社区卫生服务中心,https://www.haodf.com/hospital/DE4r0Fy0C9Luhnkc8wIoZ1tPECdSRGpar.htm,beijing
北京市顺义区医院,https://www.haodf.com/hospital/DE4rO-XCoLU0j5cPTaJfDy6Cbc.htm,beijing
